"","Age","Sex","Geo","Year","Population"
"3282","TOTAL","T","IT",1997,56876364
"3283","TOTAL","T","LI",1997,31143
"3284","TOTAL","T","LT",1997,3588013
"3285","TOTAL","T","LU",1997,416850
"3286","TOTAL","T","LV",1997,2444912
"3287","TOTAL","T","MC",1997,NA
"3288","TOTAL","T","MD",1997,NA
"3289","TOTAL","T","ME",1997,NA
"3290","TOTAL","T","MK",1997,1991398
"3291","TOTAL","T","MT",1997,373958
"3292","TOTAL","T","NL",1997,15567107
"3293","TOTAL","T","NO",1997,4392714
"3294","TOTAL","T","PL",1997,38639341
"3295","TOTAL","T","PT",1997,10084196
"3296","TOTAL","T","RO",1997,22581862
"3297","TOTAL","T","RS",1997,NA
"3298","TOTAL","T","RU",1997,NA
"3299","TOTAL","T","SE",1997,8844499
"3300","TOTAL","T","SI",1997,1986989
"3301","TOTAL","T","SK",1997,5378932
"3302","TOTAL","T","SM",1997,NA
"3303","TOTAL","T","TR",1997,63484661
"3304","TOTAL","T","UA",1997,NA
"3305","TOTAL","T","UK",1997,58239312
"3306","TOTAL","T","XK",1997,NA
"3307","TOTAL","F","AD",1996,30200
"3308","TOTAL","F","AL",1996,NA
"3309","TOTAL","F","AM",1996,NA
"3310","TOTAL","F","AT",1996,4116117
"3311","TOTAL","F","AZ",1996,NA
"3312","TOTAL","F","BA",1996,NA
"3313","TOTAL","F","BE",1996,5184262
"3314","TOTAL","F","BG",1996,4281347
"3315","TOTAL","F","BY",1996,NA
"3316","TOTAL","F","CH",1996,3613512
"3317","TOTAL","F","CY",1996,331524
"3318","TOTAL","F","CZ",1996,5304829
"3319","TOTAL","F","DE",1996,41992676
"3320","TOTAL","F","DE_TOT",1996,41992676
"3321","TOTAL","F","DK",1996,2658805
"3322","TOTAL","F","EA18",1996,159937492
"3323","TOTAL","F","EA19",1996,161851139
"3324","TOTAL","F","EE",1996,765837
"3325","TOTAL","F","EEA30",1996,247539194
"3326","TOTAL","F","EEA31",1996,249918743
"3327","TOTAL","F","EFTA",1996,5972195
"3328","TOTAL","F","EL",1996,5374260
"3329","TOTAL","F","ES",1996,20120808
"3330","TOTAL","F","EU27",1996,245180511
"3331","TOTAL","F","EU28",1996,247560060
"3332","TOTAL","F","FI",1996,2625125
"3333","TOTAL","F","FR",1996,30592988
"3334","TOTAL","F","FX",1996,29780508
"3335","TOTAL","F","GE",1996,NA
"3336","TOTAL","F","HR",1996,2379549
"3337","TOTAL","F","HU",1996,5392007
"3338","TOTAL","F","IE",1996,1822709
"3339","TOTAL","F","IS",1996,133648
"3340","TOTAL","F","IT",1996,29283903
"3341","TOTAL","F","LI",1996,15823
"3342","TOTAL","F","LT",1996,1913647
"3343","TOTAL","F","LU",1996,209588
"3344","TOTAL","F","LV",1996,1330734
"3345","TOTAL","F","MC",1996,NA
"3346","TOTAL","F","MD",1996,NA
"3347","TOTAL","F","ME",1996,NA
"3348","TOTAL","F","MK",1996,984009
"3349","TOTAL","F","MT",1996,187824
"3350","TOTAL","F","NL",1996,7831600
"3351","TOTAL","F","NO",1996,2209212
"3352","TOTAL","F","PL",1996,19823369
"3353","TOTAL","F","PT",1996,5203747
"3354","TOTAL","F","RO",1996,11548426
"3355","TOTAL","F","RS",1996,NA
"3356","TOTAL","F","RU",1996,NA
"3357","TOTAL","F","SE",1996,4471425
"3358","TOTAL","F","SI",1996,1022192
"3359","TOTAL","F","SK",1996,2754078
"3360","TOTAL","F","SM",1996,NA
"3361","TOTAL","F","TR",1996,30811583
"3362","TOTAL","F","UA",1996,NA
"3363","TOTAL","F","UK",1996,29849164
"3364","TOTAL","F","XK",1996,NA
"3365","TOTAL","M","AD",1996,33659
"3366","TOTAL","M","AL",1996,NA
"3367","TOTAL","M","AM",1996,NA
"3368","TOTAL","M","AT",1996,3836950
"3369","TOTAL","M","AZ",1996,NA
"3370","TOTAL","M","BA",1996,NA
"3371","TOTAL","M","BE",1996,4958785
"3372","TOTAL","M","BG",1996,4103368
"3373","TOTAL","M","BY",1996,NA
"3374","TOTAL","M","CH",1996,3448842
"3375","TOTAL","M","CY",1996,324809
"3376","TOTAL","M","CZ",1996,5016515
"3377","TOTAL","M","DE",1996,39824823
"3378","TOTAL","M","DE_TOT",1996,39824823
"3379","TOTAL","M","DK",1996,2592222
"3380","TOTAL","M","EA18",1996,151742142
"3381","TOTAL","M","EA19",1996,153443707
"3382","TOTAL","M","EE",1996,659355
"3383","TOTAL","M","EEA30",1996,234900432
"3384","TOTAL","M","EEA31",1996,237102050
"3385","TOTAL","M","EFTA",1996,5758997
"3386","TOTAL","M","EL",1996,5214072
"3387","TOTAL","M","ES",1996,19310125
"3388","TOTAL","M","EU27",1996,232590277
"3389","TOTAL","M","EU28",1996,234791895
"3390","TOTAL","M","FI",1996,2491701
"3391","TOTAL","M","FR",1996,28929309
"3392","TOTAL","M","FX",1996,28155451
"3393","TOTAL","M","GE",1996,NA
"3394","TOTAL","M","HR",1996,2201618
"3395","TOTAL","M","HU",1996,4929222
"3396","TOTAL","M","IE",1996,1797356
"3397","TOTAL","M","IS",1996,134310
"3398","TOTAL","M","IT",1996,27560294
"3399","TOTAL","M","LI",1996,15100
"3400","TOTAL","M","LT",1996,1701565
"3401","TOTAL","M","LU",1996,202012
"3402","TOTAL","M","LV",1996,1138797
"3403","TOTAL","M","MC",1996,NA
"3404","TOTAL","M","MD",1996,NA
"3405","TOTAL","M","ME",1996,NA
"3406","TOTAL","M","MK",1996,987678
"3407","TOTAL","M","MT",1996,183591
"3408","TOTAL","M","NL",1996,7662289
"3409","TOTAL","M","NO",1996,2160745
"3410","TOTAL","M","PL",1996,18786030
"3411","TOTAL","M","PT",1996,4839946
"3412","TOTAL","M","RO",1996,11107719
"3413","TOTAL","M","RS",1996,NA
"3414","TOTAL","M","RU",1996,NA
"3415","TOTAL","M","SE",1996,4366071
"3416","TOTAL","M","SI",1996,968074
"3417","TOTAL","M","SK",1996,2613712
"3418","TOTAL","M","SM",1996,NA
"3419","TOTAL","M","TR",1996,31526034
"3420","TOTAL","M","UA",1996,NA
"3421","TOTAL","M","UK",1996,28245423
"3422","TOTAL","M","XK",1996,NA
"3423","TOTAL","T","AD",1996,63859
"3424","TOTAL","T","AL",1996,3283000
"3425","TOTAL","T","AM",1996,NA
"3426","TOTAL","T","AT",1996,7953067
"3427","TOTAL","T","AZ",1996,NA
"3428","TOTAL","T","BA",1996,NA
"3429","TOTAL","T","BE",1996,10143047
"3430","TOTAL","T","BG",1996,8384715
"3431","TOTAL","T","BY",1996,NA
"3432","TOTAL","T","CH",1996,7062354
"3433","TOTAL","T","CY",1996,656333
"3434","TOTAL","T","CZ",1996,10321344
"3435","TOTAL","T","DE",1996,81817499
"3436","TOTAL","T","DE_TOT",1996,81817499
"3437","TOTAL","T","DK",1996,5251027
"3438","TOTAL","T","EA18",1996,311679634
"3439","TOTAL","T","EA19",1996,315294846
"3440","TOTAL","T","EE",1996,1425192
"3441","TOTAL","T","EEA30",1996,482439626
"3442","TOTAL","T","EEA31",1996,487020793
"3443","TOTAL","T","EFTA",1996,11731192
"3444","TOTAL","T","EL",1996,10588332
"3445","TOTAL","T","ES",1996,39430933
"3446","TOTAL","T","EU27",1996,477770788
"3447","TOTAL","T","EU28",1996,482351955
"3448","TOTAL","T","FI",1996,5116826
"3449","TOTAL","T","FR",1996,59522297
"3450","TOTAL","T","FX",1996,57935959
"3451","TOTAL","T","GE",1996,NA
"3452","TOTAL","T","HR",1996,4581167
"3453","TOTAL","T","HU",1996,10321229
"3454","TOTAL","T","IE",1996,3620065
"3455","TOTAL","T","IS",1996,267958
"3456","TOTAL","T","IT",1996,56844197
"3457","TOTAL","T","LI",1996,30923
"3458","TOTAL","T","LT",1996,3615212
"3459","TOTAL","T","LU",1996,411600
"3460","TOTAL","T","LV",1996,2469531
"3461","TOTAL","T","MC",1996,NA
"3462","TOTAL","T","MD",1996,NA
"3463","TOTAL","T","ME",1996,NA
"3464","TOTAL","T","MK",1996,1971687
"3465","TOTAL","T","MT",1996,371415
"3466","TOTAL","T","NL",1996,15493889
"3467","TOTAL","T","NO",1996,4369957
"3468","TOTAL","T","PL",1996,38609399
"3469","TOTAL","T","PT",1996,10043693
"3470","TOTAL","T","RO",1996,22656145
"3471","TOTAL","T","RS",1996,NA
"3472","TOTAL","T","RU",1996,NA
"3473","TOTAL","T","SE",1996,8837496
"3474","TOTAL","T","SI",1996,1990266
"3475","TOTAL","T","SK",1996,5367790
"3476","TOTAL","T","SM",1996,NA
"3477","TOTAL","T","TR",1996,62337617
"3478","TOTAL","T","UA",1996,NA
"3479","TOTAL","T","UK",1996,58094587
"3480","TOTAL","T","XK",1996,NA
"3481","TOTAL","F","AD",1995,30228
"3482","TOTAL","F","AL",1995,NA
"3483","TOTAL","F","AM",1995,NA
"3484","TOTAL","F","AT",1995,4112289
"3485","TOTAL","F","AZ",1995,NA
"3486","TOTAL","F","BA",1995,NA
"3487","TOTAL","F","BE",1995,5175903
"3488","TOTAL","F","BG",1995,4297452
"3489","TOTAL","F","BY",1995,NA
"3490","TOTAL","F","CH",1995,3590651
"3491","TOTAL","F","CY",1995,325432
"3492","TOTAL","F","CZ",1995,5312697
"3493","TOTAL","F","DE",1995,41893638
"3494","TOTAL","F","DE_TOT",1995,41893638
"3495","TOTAL","F","DK",1995,2642394
"3496","TOTAL","F","EA18",1995,159578490
"3497","TOTAL","F","EA19",1995,161504273
"3498","TOTAL","F","EE",1995,776811
"3499","TOTAL","F","EEA30",1995,247118003
"3500","TOTAL","F","EEA31",1995,249537925
"3501","TOTAL","F","EFTA",1995,5937622
"3502","TOTAL","F","EL",1995,5347307
"3503","TOTAL","F","ES",1995,20074539
"3504","TOTAL","F","EU27",1995,244771032
"3505","TOTAL","F","EU28",1995,247190954
"3506","TOTAL","F","FI",1995,2617105
"3507","TOTAL","F","FR",1995,30473942
"3508","TOTAL","F","FX",1995,29674479
"3509","TOTAL","F","GE",1995,NA
"3510","TOTAL","F","HR",1995,2419922
"3511","TOTAL","F","HU",1995,5395080
"3512","TOTAL","F","IE",1995,1810405
"3513","TOTAL","F","IS",1995,133087
"3514","TOTAL","F","IT",1995,29275445
"3515","TOTAL","F","LI",1995,15731
"3516","TOTAL","F","LT",1995,1925783
"3517","TOTAL","F","LU",1995,206487
"3518","TOTAL","F","LV",1995,1346259
"3519","TOTAL","F","MC",1995,NA
"3520","TOTAL","F","MD",1995,NA
"3521","TOTAL","F","ME",1995,NA
"3522","TOTAL","F","MK",1995,977388
"3523","TOTAL","F","MT",1995,186613
"3524","TOTAL","F","NL",1995,7796640
"3525","TOTAL","F","NO",1995,2198153
"3526","TOTAL","F","PL",1995,19802557
"3527","TOTAL","F","PT",1995,5186730
"3528","TOTAL","F","RO",1995,11568996
"3529","TOTAL","F","RS",1995,NA
"3530","TOTAL","F","RU",1995,NA
"3531","TOTAL","F","SE",1995,4460127
"3532","TOTAL","F","SI",1995,1025102
"3533","TOTAL","F","SK",1995,2747306
"3534","TOTAL","F","SM",1995,NA
"3535","TOTAL","F","TR",1995,30241536
"3536","TOTAL","F","UA",1995,NA
"3537","TOTAL","F","UK",1995,29787456
"3538","TOTAL","F","XK",1995,NA
"3539","TOTAL","M","AD",1995,34083
"3540","TOTAL","M","AL",1995,NA
"3541","TOTAL","M","AM",1995,NA
"3542","TOTAL","M","AT",1995,3831200
"3543","TOTAL","M","AZ",1995,NA
"3544","TOTAL","M","BA",1995,NA
"3545","TOTAL","M","BE",1995,4954671
"3546","TOTAL","M","BG",1995,4129966
"3547","TOTAL","M","BY",1995,NA
"3548","TOTAL","M","CH",1995,3428368
"3549","TOTAL","M","CY",1995,319967
"3550","TOTAL","M","CZ",1995,5020464
"3551","TOTAL","M","DE",1995,39644965
"3552","TOTAL","M","DE_TOT",1995,39644965
"3553","TOTAL","M","DK",1995,2573324
"3554","TOTAL","M","EA18",1995,151354183
"3555","TOTAL","M","EA19",1995,153071391
"3556","TOTAL","M","EE",1995,671264
"3557","TOTAL","M","EEA30",1995,234469519
"3558","TOTAL","M","EEA31",1995,236708490
"3559","TOTAL","M","EFTA",1995,5727414
"3560","TOTAL","M","EL",1995,5188666
"3561","TOTAL","M","ES",1995,19268561
"3562","TOTAL","M","EU27",1995,232170473
"3563","TOTAL","M","EU28",1995,234409444
"3564","TOTAL","M","FI",1995,2481649
"3565","TOTAL","M","FR",1995,28841197
"3566","TOTAL","M","FX",1995,28078056
"3567","TOTAL","M","GE",1995,NA
"3568","TOTAL","M","HR",1995,2238971
"3569","TOTAL","M","HU",1995,4941620
"3570","TOTAL","M","IE",1995,1787212
"3571","TOTAL","M","IS",1995,133891
"3572","TOTAL","M","IT",1995,27568963
"3573","TOTAL","M","LI",1995,14898
"3574","TOTAL","M","LT",1995,1717208
"3575","TOTAL","M","LU",1995,199163
"3576","TOTAL","M","LV",1995,1154321
"3577","TOTAL","M","MC",1995,NA
"3578","TOTAL","M","MD",1995,NA
"3579","TOTAL","M","ME",1995,NA
"3580","TOTAL","M","MK",1995,979877
"3581","TOTAL","M","MT",1995,182838
"3582","TOTAL","M","NL",1995,7627482
"3583","TOTAL","M","NO",1995,2150257
"3584","TOTAL","M","PL",1995,18778040
"3585","TOTAL","M","PT",1995,4821929
"3586","TOTAL","M","RO",1995,11143398
"3587","TOTAL","M","RS",1995,NA
"3588","TOTAL","M","RU",1995,NA
"3589","TOTAL","M","SE",1995,4356254
"3590","TOTAL","M","SI",1995,964375
"3591","TOTAL","M","SK",1995,2608901
"3592","TOTAL","M","SM",1995,NA
"3593","TOTAL","M","TR",1995,30962048
"3594","TOTAL","M","UA",1995,NA
"3595","TOTAL","M","UK",1995,28156016
"3596","TOTAL","M","XK",1995,NA
"3597","TOTAL","T","AD",1995,64311
"3598","TOTAL","T","AL",1995,3248836
"3599","TOTAL","T","AM",1995,NA
"3600","TOTAL","T","AT",1995,7943489
"3601","TOTAL","T","AZ",1995,NA
"3602","TOTAL","T","BA",1995,NA
"3603","TOTAL","T","BE",1995,10130574
"3604","TOTAL","T","BG",1995,8427418
"3605","TOTAL","T","BY",1995,NA
"3606","TOTAL","T","CH",1995,7019019
"3607","TOTAL","T","CY",1995,645399
"3608","TOTAL","T","CZ",1995,10333161
"3609","TOTAL","T","DE",1995,81538603
"3610","TOTAL","T","DE_TOT",1995,81538603
"3611","TOTAL","T","DK",1995,5215718
"3612","TOTAL","T","EA18",1995,310932673
"3613","TOTAL","T","EA19",1995,314575664
"3614","TOTAL","T","EE",1995,1448075
"3615","TOTAL","T","EEA30",1995,481587522
"3616","TOTAL","T","EEA31",1995,486246415
"3617","TOTAL","T","EFTA",1995,11665036
"3618","TOTAL","T","EL",1995,10535973
"3619","TOTAL","T","ES",1995,39343100
"3620","TOTAL","T","EU27",1995,476941505
"3621","TOTAL","T","EU28",1995,481600398
"3622","TOTAL","T","FI",1995,5098754
"3623","TOTAL","T","FR",1995,59315139
"3624","TOTAL","T","FX",1995,57752535
"3625","TOTAL","T","GE",1995,NA
"3626","TOTAL","T","HR",1995,4658893
"3627","TOTAL","T","HU",1995,10336700
"3628","TOTAL","T","IE",1995,3597617
"3629","TOTAL","T","IS",1995,266978
"3630","TOTAL","T","IT",1995,56844408
"3631","TOTAL","T","LI",1995,30629
"3632","TOTAL","T","LT",1995,3642991
"3633","TOTAL","T","LU",1995,405650
"3634","TOTAL","T","LV",1995,2500580
"3635","TOTAL","T","MC",1995,NA
"3636","TOTAL","T","MD",1995,NA
"3637","TOTAL","T","ME",1995,NA
"3638","TOTAL","T","MK",1995,1957265
"3639","TOTAL","T","MT",1995,369451
"3640","TOTAL","T","NL",1995,15424122
"3641","TOTAL","T","NO",1995,4348410
"3642","TOTAL","T","PL",1995,38580597
"3643","TOTAL","T","PT",1995,10008659
"3644","TOTAL","T","RO",1995,22712394
"3645","TOTAL","T","RS",1995,NA
"3646","TOTAL","T","RU",1995,NA
"3647","TOTAL","T","SE",1995,8816381
"3648","TOTAL","T","SI",1995,1989477
"3649","TOTAL","T","SK",1995,5356207
"3650","TOTAL","T","SM",1995,NA
"3651","TOTAL","T","TR",1995,61203584
"3652","TOTAL","T","UA",1995,NA
"3653","TOTAL","T","UK",1995,57943472
"3654","TOTAL","T","XK",1995,NA
"3655","TOTAL","F","AD",1994,30406
"3656","TOTAL","F","AL",1994,NA
"3657","TOTAL","F","AM",1994,NA
"3658","TOTAL","F","AT",1994,4107857
"3659","TOTAL","F","AZ",1994,NA
"3660","TOTAL","F","BA",1994,NA
"3661","TOTAL","F","BE",1994,5160407
"3662","TOTAL","F","BG",1994,4308125
"3663","TOTAL","F","BY",1994,NA
"3664","TOTAL","F","CH",1994,3564707
"3665","TOTAL","F","CY",1994,318440
"3666","TOTAL","F","CZ",1994,5314716
"3667","TOTAL","F","DE",1994,41819609
"3668","TOTAL","F","DE_TOT",1994,41819609
"3669","TOTAL","F","DK",1994,2633200
"3670","TOTAL","F","EA18",1994,159226689
"3671","TOTAL","F","EA19",1994,161164613
"3672","TOTAL","F","EE",1994,790952
"3673","TOTAL","F","EEA30",1994,246627057
"3674","TOTAL","F","EEA31",1994,249039843
"3675","TOTAL","F","EFTA",1994,5898542
"3676","TOTAL","F","EL",1994,5323509
"3677","TOTAL","F","ES",1994,20024828
"3678","TOTAL","F","EU27",1994,244293222
"3679","TOTAL","F","EU28",1994,246706008
"3680","TOTAL","F","FI",1994,2607716
"3681","TOTAL","F","FR",1994,30352301
"3682","TOTAL","F","FX",1994,29565565
"3683","TOTAL","F","GE",1994,NA
"3684","TOTAL","F","HR",1994,2412786
"3685","TOTAL","F","HU",1994,5396582
"3686","TOTAL","F","IE",1994,1801045
"3687","TOTAL","F","IS",1994,132113
"3688","TOTAL","F","IT",1994,29266001
"3689","TOTAL","F","LI",1994,15535
"3690","TOTAL","F","LT",1994,1937924
"3691","TOTAL","F","LU",1994,203640
"3692","TOTAL","F","LV",1994,1365402
"3693","TOTAL","F","MC",1994,NA
"3694","TOTAL","F","MD",1994,NA
"3695","TOTAL","F","ME",1994,NA
"3696","TOTAL","F","MK",1994,966976
"3697","TOTAL","F","MT",1994,185199
"3698","TOTAL","F","NL",1994,7755666
"3699","TOTAL","F","NO",1994,2186187
"3700","TOTAL","F","PL",1994,19758399
"3701","TOTAL","F","PT",1994,5169497
"3702","TOTAL","F","RO",1994,11579217
"3703","TOTAL","F","RS",1994,NA
"3704","TOTAL","F","RU",1994,NA
"3705","TOTAL","F","SE",1994,4424155
"3706","TOTAL","F","SI",1994,1024948
"3707","TOTAL","F","SK",1994,2736408
"3708","TOTAL","F","SM",1994,NA
"3709","TOTAL","F","TR",1994,29677549
"3710","TOTAL","F","UA",1994,NA
"3711","TOTAL","F","UK",1994,29714215
"3712","TOTAL","F","XK",1994,NA
"3713","TOTAL","M","AD",1994,34820
"3714","TOTAL","M","AL",1994,NA
"3715","TOTAL","M","AM",1994,NA
"3716","TOTAL","M","AT",1994,3820889
"3717","TOTAL","M","AZ",1994,NA
"3718","TOTAL","M","BA",1994,NA
"3719","TOTAL","M","BE",1994,4940224
"3720","TOTAL","M","BG",1994,4151638
"3721","TOTAL","M","BY",1994,NA
"3722","TOTAL","M","CH",1994,3403863
"3723","TOTAL","M","CY",1994,314504
"3724","TOTAL","M","CZ",1994,5019297
"3725","TOTAL","M","DE",1994,39518484
"3726","TOTAL","M","DE_TOT",1994,39518484
"3727","TOTAL","M","DK",1994,2563442
"3728","TOTAL","M","EA18",1994,151005189
"3729","TOTAL","M","EA19",1994,152738561
"3730","TOTAL","M","EE",1994,686000
"3731","TOTAL","M","EEA30",1994,234022594
"3732","TOTAL","M","EEA31",1994,236254963
"3733","TOTAL","M","EFTA",1994,5690217
"3734","TOTAL","M","EL",1994,5166362
"3735","TOTAL","M","ES",1994,19222005
"3736","TOTAL","M","EU27",1994,231736240
"3737","TOTAL","M","EU28",1994,233968609
"3738","TOTAL","M","FI",1994,2470196
"3739","TOTAL","M","FR",1994,28752019
"3740","TOTAL","M","FX",1994,27999443
"3741","TOTAL","M","GE",1994,NA
"3742","TOTAL","M","HR",1994,2232369
"3743","TOTAL","M","HU",1994,4953428
"3744","TOTAL","M","IE",1994,1782109
"3745","TOTAL","M","IS",1994,132951
"3746","TOTAL","M","IT",1994,27576391
"3747","TOTAL","M","LI",1994,14775
"3748","TOTAL","M","LT",1994,1733372
"3749","TOTAL","M","LU",1994,196560
"3750","TOTAL","M","LV",1994,1175502
"3751","TOTAL","M","MC",1994,NA
"3752","TOTAL","M","MD",1994,NA
"3753","TOTAL","M","ME",1994,NA
"3754","TOTAL","M","MK",1994,969765
"3755","TOTAL","M","MT",1994,181232
"3756","TOTAL","M","NL",1994,7585887
"3757","TOTAL","M","NO",1994,2138628
"3758","TOTAL","M","PL",1994,18746308
"3759","TOTAL","M","PT",1994,4804894
"3760","TOTAL","M","RO",1994,11168810
"3761","TOTAL","M","RS",1994,NA
"3762","TOTAL","M","RU",1994,NA
"3763","TOTAL","M","SE",1994,4320954
"3764","TOTAL","M","SI",1994,964460
"3765","TOTAL","M","SK",1994,2600047
"3766","TOTAL","M","SM",1994,NA
"3767","TOTAL","M","TR",1994,30401511
"3768","TOTAL","M","UA",1994,NA
"3769","TOTAL","M","UK",1994,28073802
"3770","TOTAL","M","XK",1994,NA
"3771","TOTAL","T","AD",1994,65226
"3772","TOTAL","T","AL",1994,3220310
"3773","TOTAL","T","AM",1994,NA
"3774","TOTAL","T","AT",1994,7928746
"3775","TOTAL","T","AZ",1994,NA
"3776","TOTAL","T","BA",1994,NA
"3777","TOTAL","T","BE",1994,10100631
"3778","TOTAL","T","BG",1994,8459763
"3779","TOTAL","T","BY",1994,NA
"3780","TOTAL","T","CH",1994,6968570
"3781","TOTAL","T","CY",1994,632944
"3782","TOTAL","T","CZ",1994,10334013
"3783","TOTAL","T","DE",1994,81338093
"3784","TOTAL","T","DE_TOT",1994,81338093
"3785","TOTAL","T","DK",1994,5196642
"3786","TOTAL","T","EA18",1994,310231878
"3787","TOTAL","T","EA19",1994,313903174
"3788","TOTAL","T","EE",1994,1476952
"3789","TOTAL","T","EEA30",1994,480649651
"3790","TOTAL","T","EEA31",1994,485294806
"3791","TOTAL","T","EFTA",1994,11588759
"3792","TOTAL","T","EL",1994,10489871
"3793","TOTAL","T","ES",1994,39246833
"3794","TOTAL","T","EU27",1994,476029462
"3795","TOTAL","T","EU28",1994,480674617
"3796","TOTAL","T","FI",1994,5077912
"3797","TOTAL","T","FR",1994,59104320
"3798","TOTAL","T","FX",1994,57565008
"3799","TOTAL","T","GE",1994,NA
"3800","TOTAL","T","HR",1994,4645155
"3801","TOTAL","T","HU",1994,10350010
"3802","TOTAL","T","IE",1994,3583154
"3803","TOTAL","T","IS",1994,265064
"3804","TOTAL","T","IT",1994,56842392
"3805","TOTAL","T","LI",1994,30310
"3806","TOTAL","T","LT",1994,3671296
"3807","TOTAL","T","LU",1994,400200
"3808","TOTAL","T","LV",1994,2540904
"3809","TOTAL","T","MC",1994,NA
"3810","TOTAL","T","MD",1994,NA
"3811","TOTAL","T","ME",1994,NA
"3812","TOTAL","T","MK",1994,1936741
"3813","TOTAL","T","MT",1994,366431
"3814","TOTAL","T","NL",1994,15341553
"3815","TOTAL","T","NO",1994,4324815
"3816","TOTAL","T","PL",1994,38504707
"3817","TOTAL","T","PT",1994,9974391
"3818","TOTAL","T","RO",1994,22748027
"3819","TOTAL","T","RS",1994,NA
"3820","TOTAL","T","RU",1994,NA
"3821","TOTAL","T","SE",1994,8745109
"3822","TOTAL","T","SI",1994,1989408
"3823","TOTAL","T","SK",1994,5336455
"3824","TOTAL","T","SM",1994,NA
"3825","TOTAL","T","TR",1994,60079060
"3826","TOTAL","T","UA",1994,NA
"3827","TOTAL","T","UK",1994,57788017
"3828","TOTAL","T","XK",1994,NA
"3829","TOTAL","F","AD",1993,28864
"3830","TOTAL","F","AL",1993,NA
"3831","TOTAL","F","AM",1993,NA
"3832","TOTAL","F","AT",1993,4089274
"3833","TOTAL","F","AZ",1993,NA
"3834","TOTAL","F","BA",1993,NA
"3835","TOTAL","F","BE",1993,5144847
"3836","TOTAL","F","BG",1993,4315730
"3837","TOTAL","F","BY",1993,NA
"3838","TOTAL","F","CH",1993,3534043
"3839","TOTAL","F","CY",1993,310701
"3840","TOTAL","F","CZ",1993,5312284
"3841","TOTAL","F","DE",1993,41674551
"3842","TOTAL","F","DE_TOT",1993,41674551
"3843","TOTAL","F","DK",1993,2626020
"3844","TOTAL","F","EA18",1993,158766307
"3845","TOTAL","F","EA19",1993,160714231
"3846","TOTAL","F","EE",1993,807998
"3847","TOTAL","F","EEA30",1993,246022058
"3848","TOTAL","F","EEA31",1993,248388417
"3849","TOTAL","F","EFTA",1993,5852908
"3850","TOTAL","F","EL",1993,5293502
"3851","TOTAL","F","ES",1993,19966061
"3852","TOTAL","F","EU27",1993,243703193
"3853","TOTAL","F","EU28",1993,246069552
"3854","TOTAL","F","FI",1993,2597700
"3855","TOTAL","F","FR",1993,30227980
"3856","TOTAL","F","FX",1993,29453716
"3857","TOTAL","F","GE",1993,NA
"3858","TOTAL","F","HR",1993,2366359
"3859","TOTAL","F","HU",1993,5398707
"3860","TOTAL","F","IE",1993,1793716
"3861","TOTAL","F","IS",1993,130786
"3862","TOTAL","F","IT",1993,29249194
"3863","TOTAL","F","LI",1993,15332
"3864","TOTAL","F","LT",1993,1947924
"3865","TOTAL","F","LU",1993,200884
"3866","TOTAL","F","LV",1993,1386941
"3867","TOTAL","F","MC",1993,NA
"3868","TOTAL","F","MD",1993,NA
"3869","TOTAL","F","ME",1993,NA
"3870","TOTAL","F","MK",1993,NA
"3871","TOTAL","F","MT",1993,183550
"3872","TOTAL","F","NL",1993,7703914
"3873","TOTAL","F","NO",1993,2172747
"3874","TOTAL","F","PL",1993,19710130
"3875","TOTAL","F","PT",1993,5158868
"3876","TOTAL","F","RO",1993,11587514
"3877","TOTAL","F","RS",1993,NA
